"","Country Name","Country Code","Indicator Name","Indicator Code","year","value"
"4676","Papua New Guinea","PNG","Population growth (annual %)","SP.POP.GROW","1977",2.539177657
"4677","Poland","POL","Population growth (annual %)","SP.POP.GROW","1977",0.963866723
"4678","Pre-demographic dividend","PRE","Population growth (annual %)","SP.POP.GROW","1977",3.054564373
"4679","Puerto Rico","PRI","Population growth (annual %)","SP.POP.GROW","1977",1.462257716
"4680","Korea, Dem. People’s Rep.","PRK","Population growth (annual %)","SP.POP.GROW","1977",1.45023471
"4681","Portugal","PRT","Population growth (annual %)","SP.POP.GROW","1977",1.061754967
"4682","Paraguay","PRY","Population growth (annual %)","SP.POP.GROW","1977",2.547580424
"4683","West Bank and Gaza","PSE","Population growth (annual %)","SP.POP.GROW","1977",NA
"4684","Pacific island small states","PSS","Population growth (annual %)","SP.POP.GROW","1977",2.055670321
"4685","Post-demographic dividend","PST","Population growth (annual %)","SP.POP.GROW","1977",0.689257871
"4686","French Polynesia","PYF","Population growth (annual %)","SP.POP.GROW","1977",3.153034937
"4687","Qatar","QAT","Population growth (annual %)","SP.POP.GROW","1977",4.830185111
"4688","Romania","ROU","Population growth (annual %)","SP.POP.GROW","1977",0.944235679
"4689","Russian Federation","RUS","Population growth (annual %)","SP.POP.GROW","1977",0.702683474
"4690","Rwanda","RWA","Population growth (annual %)","SP.POP.GROW","1977",3.259015278
"4691","South Asia","SAS","Population growth (annual %)","SP.POP.GROW","1977",2.383444121
"4692","Saudi Arabia","SAU","Population growth (annual %)","SP.POP.GROW","1977",5.057358098
"4693","Sudan","SDN","Population growth (annual %)","SP.POP.GROW","1977",3.562766459
"4694","Senegal","SEN","Population growth (annual %)","SP.POP.GROW","1977",2.424912438
"4695","Singapore","SGP","Population growth (annual %)","SP.POP.GROW","1977",1.385723469
"4696","Solomon Islands","SLB","Population growth (annual %)","SP.POP.GROW","1977",3.570120319
"4697","Sierra Leone","SLE","Population growth (annual %)","SP.POP.GROW","1977",2.165393625
"4698","El Salvador","SLV","Population growth (annual %)","SP.POP.GROW","1977",2.118794001
"4699","San Marino","SMR","Population growth (annual %)","SP.POP.GROW","1977",1.551414516
"4700","Somalia","SOM","Population growth (annual %)","SP.POP.GROW","1977",11.53488326
"4701","Serbia","SRB","Population growth (annual %)","SP.POP.GROW","1977",NA
"4702","Sub-Saharan Africa (excluding high income)","SSA","Population growth (annual %)","SP.POP.GROW","1977",2.865747792
"4703","South Sudan","SSD","Population growth (annual %)","SP.POP.GROW","1977",2.510727271
"4704","Sub-Saharan Africa","SSF","Population growth (annual %)","SP.POP.GROW","1977",2.862368417
"4705","Small states","SST","Population growth (annual %)","SP.POP.GROW","1977",1.820006534
"4706","Sao Tome and Principe","STP","Population growth (annual %)","SP.POP.GROW","1977",3.029190485
"4707","Suriname","SUR","Population growth (annual %)","SP.POP.GROW","1977",-0.083845963
"4708","Slovak Republic","SVK","Population growth (annual %)","SP.POP.GROW","1977",1.05907444
"4709","Slovenia","SVN","Population growth (annual %)","SP.POP.GROW","1977",1.208328081
"4710","Sweden","SWE","Population growth (annual %)","SP.POP.GROW","1977",0.3551577
"4711","Eswatini","SWZ","Population growth (annual %)","SP.POP.GROW","1977",3.180276019
"4712","Sint Maarten (Dutch part)","SXM","Population growth (annual %)","SP.POP.GROW","1977",NA
"4713","Seychelles","SYC","Population growth (annual %)","SP.POP.GROW","1977",2.096732303
"4714","Syrian Arab Republic","SYR","Population growth (annual %)","SP.POP.GROW","1977",3.355493393
"4715","Turks and Caicos Islands","TCA","Population growth (annual %)","SP.POP.GROW","1977",2.57524961
"4716","Chad","TCD","Population growth (annual %)","SP.POP.GROW","1977",1.948549279
"4717","East Asia & Pacific (IDA & IBRD countries)","TEA","Population growth (annual %)","SP.POP.GROW","1977",1.61543359
"4718","Europe & Central Asia (IDA & IBRD countries)","TEC","Population growth (annual %)","SP.POP.GROW","1977",1.060458141
"4719","Togo","TGO","Population growth (annual %)","SP.POP.GROW","1977",2.168870939
"4720","Thailand","THA","Population growth (annual %)","SP.POP.GROW","1977",2.343683933
"4721","Tajikistan","TJK","Population growth (annual %)","SP.POP.GROW","1977",2.79522485
"4722","Turkmenistan","TKM","Population growth (annual %)","SP.POP.GROW","1977",2.660385315
"4723","Latin America & the Caribbean (IDA & IBRD countries)","TLA","Population growth (annual %)","SP.POP.GROW","1977",2.34476931
"4724","Timor-Leste","TLS","Population growth (annual %)","SP.POP.GROW","1977",-1.192411971
"4725","Middle East & North Africa (IDA & IBRD countries)","TMN","Population growth (annual %)","SP.POP.GROW","1977",2.7552257
"4726","Tonga","TON","Population growth (annual %)","SP.POP.GROW","1977",1.157627951
"4727","South Asia (IDA & IBRD)","TSA","Population growth (annual %)","SP.POP.GROW","1977",2.383444121
"4728","Sub-Saharan Africa (IDA & IBRD countries)","TSS","Population growth (annual %)","SP.POP.GROW","1977",2.862368417
"4729","Trinidad and Tobago","TTO","Population growth (annual %)","SP.POP.GROW","1977",1.366573627
"4730","Tunisia","TUN","Population growth (annual %)","SP.POP.GROW","1977",2.280672037
"4731","Turkey","TUR","Population growth (annual %)","SP.POP.GROW","1977",2.260254003
"4732","Tuvalu","TUV","Population growth (annual %)","SP.POP.GROW","1977",5.042307559
"4733","Tanzania","TZA","Population growth (annual %)","SP.POP.GROW","1977",3.094100131
"4734","Uganda","UGA","Population growth (annual %)","SP.POP.GROW","1977",2.906209993
"4735","Ukraine","UKR","Population growth (annual %)","SP.POP.GROW","1977",0.517491742
"4736","Upper middle income","UMC","Population growth (annual %)","SP.POP.GROW","1977",1.680414231
"4737","Uruguay","URY","Population growth (annual %)","SP.POP.GROW","1977",0.54703883
"4738","United States","USA","Population growth (annual %)","SP.POP.GROW","1977",1.005771996
"4739","Uzbekistan","UZB","Population growth (annual %)","SP.POP.GROW","1977",2.777281997
"4740","St. Vincent and the Grenadines","VCT","Population growth (annual %)","SP.POP.GROW","1977",1.038112547
"4741","Venezuela, RB","VEN","Population growth (annual %)","SP.POP.GROW","1977",2.848555762
"4742","British Virgin Islands","VGB","Population growth (annual %)","SP.POP.GROW","1977",0.983961224
"4743","Virgin Islands (U.S.)","VIR","Population growth (annual %)","SP.POP.GROW","1977",-3.129595483
"4744","Vietnam","VNM","Population growth (annual %)","SP.POP.GROW","1977",2.138020858
"4745","Vanuatu","VUT","Population growth (annual %)","SP.POP.GROW","1977",3.053686985
"4746","World","WLD","Population growth (annual %)","SP.POP.GROW","1977",1.749489853
"4747","Samoa","WSM","Population growth (annual %)","SP.POP.GROW","1977",0.560881863
"4748","Kosovo","XKX","Population growth (annual %)","SP.POP.GROW","1977",2.120220765
"4749","Yemen, Rep.","YEM","Population growth (annual %)","SP.POP.GROW","1977",2.979505341
"4750","South Africa","ZAF","Population growth (annual %)","SP.POP.GROW","1977",2.46209711
"4751","Zambia","ZMB","Population growth (annual %)","SP.POP.GROW","1977",3.360292449
"4752","Zimbabwe","ZWE","Population growth (annual %)","SP.POP.GROW","1977",3.182284414
"4753","Aruba","ABW","Population growth (annual %)","SP.POP.GROW","1978",-0.436627544
"4754","Afghanistan","AFG","Population growth (annual %)","SP.POP.GROW","1978",1.281616595
"4755","Angola","AGO","Population growth (annual %)","SP.POP.GROW","1978",3.354067837
"4756","Albania","ALB","Population growth (annual %)","SP.POP.GROW","1978",2.075741895
"4757","Andorra","AND","Population growth (annual %)","SP.POP.GROW","1978",2.905117997
"4758","Arab World","ARB","Population growth (annual %)","SP.POP.GROW","1978",3.318061984
"4759","United Arab Emirates","ARE","Population growth (annual %)","SP.POP.GROW","1978",12.77015062
"4760","Argentina","ARG","Population growth (annual %)","SP.POP.GROW","1978",1.48785623
"4761","Armenia","ARM","Population growth (annual %)","SP.POP.GROW","1978",1.785163028
"4762","American Samoa","ASM","Population growth (annual %)","SP.POP.GROW","1978",1.387949568
"4763","Antigua and Barbuda","ATG","Population growth (annual %)","SP.POP.GROW","1978",-0.198075672
"4764","Australia","AUS","Population growth (annual %)","SP.POP.GROW","1978",1.162885259
"4765","Austria","AUT","Population growth (annual %)","SP.POP.GROW","1978",-0.080961042
"4766","Azerbaijan","AZE","Population growth (annual %)","SP.POP.GROW","1978",1.60383343
"4767","Burundi","BDI","Population growth (annual %)","SP.POP.GROW","1978",2.430271108
"4768","Belgium","BEL","Population growth (annual %)","SP.POP.GROW","1978",0.09329996
"4769","Benin","BEN","Population growth (annual %)","SP.POP.GROW","1978",2.601673148
"4770","Burkina Faso","BFA","Population growth (annual %)","SP.POP.GROW","1978",2.040078629
"4771","Bangladesh","BGD","Population growth (annual %)","SP.POP.GROW","1978",2.668078168
"4772","Bulgaria","BGR","Population growth (annual %)","SP.POP.GROW","1978",0.111804755
"4773","Bahrain","BHR","Population growth (annual %)","SP.POP.GROW","1978",6.480545178
"4774","Bahamas, The","BHS","Population growth (annual %)","SP.POP.GROW","1978",2.196390657
"4775","Bosnia and Herzegovina","BIH","Population growth (annual %)","SP.POP.GROW","1978",0.910297432
"4776","Belarus","BLR","Population growth (annual %)","SP.POP.GROW","1978",0.653046349
"4777","Belize","BLZ","Population growth (annual %)","SP.POP.GROW","1978",1.432147223
"4778","Bermuda","BMU","Population growth (annual %)","SP.POP.GROW","1978",0.374531835
"4779","Bolivia","BOL","Population growth (annual %)","SP.POP.GROW","1978",2.207313529
"4780","Brazil","BRA","Population growth (annual %)","SP.POP.GROW","1978",2.369525875
"4781","Barbados","BRB","Population growth (annual %)","SP.POP.GROW","1978",0.507273597
"4782","Brunei Darussalam","BRN","Population growth (annual %)","SP.POP.GROW","1978",3.647863574
"4783","Bhutan","BTN","Population growth (annual %)","SP.POP.GROW","1978",3.153076558
"4784","Botswana","BWA","Population growth (annual %)","SP.POP.GROW","1978",3.912082229
"4785","Central African Republic","CAF","Population growth (annual %)","SP.POP.GROW","1978",2.313515734
"4786","Canada","CAN","Population growth (annual %)","SP.POP.GROW","1978",0.995456944
"4787","Central Europe and the Baltics","CEB","Population growth (annual %)","SP.POP.GROW","1978",0.681068842
"4788","Switzerland","CHE","Population growth (annual %)","SP.POP.GROW","1978",0.00897881
"4789","Channel Islands","CHI","Population growth (annual %)","SP.POP.GROW","1978",0.162625295
"4790","Chile","CHL","Population growth (annual %)","SP.POP.GROW","1978",1.511808035
"4791","China","CHN","Population growth (annual %)","SP.POP.GROW","1978",1.338182338
"4792","Cote d'Ivoire","CIV","Population growth (annual %)","SP.POP.GROW","1978",4.504890096
"4793","Cameroon","CMR","Population growth (annual %)","SP.POP.GROW","1978",2.917680799
"4794","Congo, Dem. Rep.","COD","Population growth (annual %)","SP.POP.GROW","1978",2.874896083
"4795","Congo, Rep.","COG","Population growth (annual %)","SP.POP.GROW","1978",2.910981486
"4796","Colombia","COL","Population growth (annual %)","SP.POP.GROW","1978",2.236419266
"4797","Comoros","COM","Population growth (annual %)","SP.POP.GROW","1978",3.816765937
"4798","Cabo Verde","CPV","Population growth (annual %)","SP.POP.GROW","1978",1.033295273
"4799","Costa Rica","CRI","Population growth (annual %)","SP.POP.GROW","1978",2.654453602
"4800","Caribbean small states","CSS","Population growth (annual %)","SP.POP.GROW","1978",1.079724149
"4801","Cuba","CUB","Population growth (annual %)","SP.POP.GROW","1978",0.804353866
"4802","Curacao","CUW","Population growth (annual %)","SP.POP.GROW","1978",-0.750843017
"4803","Cayman Islands","CYM","Population growth (annual %)","SP.POP.GROW","1978",5.818854631
"4804","Cyprus","CYP","Population growth (annual %)","SP.POP.GROW","1978",1.153607282
"4805","Czech Republic","CZE","Population growth (annual %)","SP.POP.GROW","1978",0.541813438
"4806","Germany","DEU","Population growth (annual %)","SP.POP.GROW","1978",-0.087031415
"4807","Djibouti","DJI","Population growth (annual %)","SP.POP.GROW","1978",10.4380502
"4808","Dominica","DMA","Population growth (annual %)","SP.POP.GROW","1978",1.142683902
"4809","Denmark","DNK","Population growth (annual %)","SP.POP.GROW","1978",0.310596093
"4810","Dominican Republic","DOM","Population growth (annual %)","SP.POP.GROW","1978",2.413361196
"4811","Algeria","DZA","Population growth (annual %)","SP.POP.GROW","1978",2.911005748
"4812","East Asia & Pacific (excluding high income)","EAP","Population growth (annual %)","SP.POP.GROW","1978",1.58518601
"4813","Early-demographic dividend","EAR","Population growth (annual %)","SP.POP.GROW","1978",2.432547919
"4814","East Asia & Pacific","EAS","Population growth (annual %)","SP.POP.GROW","1978",1.528257929
"4815","Europe & Central Asia (excluding high income)","ECA","Population growth (annual %)","SP.POP.GROW","1978",1.064585326
"4816","Europe & Central Asia","ECS","Population growth (annual %)","SP.POP.GROW","1978",0.672956929
"4817","Ecuador","ECU","Population growth (annual %)","SP.POP.GROW","1978",2.654545526
"4818","Egypt, Arab Rep.","EGY","Population growth (annual %)","SP.POP.GROW","1978",2.318940336
"4819","Euro area","EMU","Population growth (annual %)","SP.POP.GROW","1978",0.40576582
"4820","Eritrea","ERI","Population growth (annual %)","SP.POP.GROW","1978",2.797181118
"4821","Spain","ESP","Population growth (annual %)","SP.POP.GROW","1978",0.96287655
"4822","Estonia","EST","Population growth (annual %)","SP.POP.GROW","1978",0.685613147
"4823","Ethiopia","ETH","Population growth (annual %)","SP.POP.GROW","1978",1.231495974
"4824","European Union","EUU","Population growth (annual %)","SP.POP.GROW","1978",0.458787539
"4825","Fragile and conflict affected situations","FCS","Population growth (annual %)","SP.POP.GROW","1978",2.8756638
"4826","Finland","FIN","Population growth (annual %)","SP.POP.GROW","1978",0.28712237
"4827","Fiji","FJI","Population growth (annual %)","SP.POP.GROW","1978",1.836135511
"4828","France","FRA","Population growth (annual %)","SP.POP.GROW","1978",0.410681995
"4829","Faroe Islands","FRO","Population growth (annual %)","SP.POP.GROW","1978",0.954277839
"4830","Micronesia, Fed. Sts.","FSM","Population growth (annual %)","SP.POP.GROW","1978",3.146018934
"4831","Gabon","GAB","Population growth (annual %)","SP.POP.GROW","1978",2.312699726
"4832","United Kingdom","GBR","Population growth (annual %)","SP.POP.GROW","1978",0.005359908
"4833","Georgia","GEO","Population growth (annual %)","SP.POP.GROW","1978",0.58382341
"4834","Ghana","GHA","Population growth (annual %)","SP.POP.GROW","1978",1.856640239
"4835","Gibraltar","GIB","Population growth (annual %)","SP.POP.GROW","1978",-0.006615288
"4836","Guinea","GIN","Population growth (annual %)","SP.POP.GROW","1978",1.575362281
"4837","Gambia, The","GMB","Population growth (annual %)","SP.POP.GROW","1978",3.371855782
"4838","Guinea-Bissau","GNB","Population growth (annual %)","SP.POP.GROW","1978",0.052465253
"4839","Equatorial Guinea","GNQ","Population growth (annual %)","SP.POP.GROW","1978",-1.028579074
"4840","Greece","GRC","Population growth (annual %)","SP.POP.GROW","1978",1.296604359
"4841","Grenada","GRD","Population growth (annual %)","SP.POP.GROW","1978",-1.255815933
